timestamp,frame,hand_index,handedness,WRIST_x,WRIST_y,WRIST_z,THUMB_CMC_x,THUMB_CMC_y,THUMB_CMC_z,THUMB_MCP_x,THUMB_MCP_y,THUMB_MCP_z,THUMB_IP_x,THUMB_IP_y,THUMB_IP_z,THUMB_TIP_x,THUMB_TIP_y,THUMB_TIP_z,INDEX_MCP_x,INDEX_MCP_y,INDEX_MCP_z,INDEX_PIP_x,INDEX_PIP_y,INDEX_PIP_z,INDEX_DIP_x,INDEX_DIP_y,INDEX_DIP_z,INDEX_TIP_x,INDEX_TIP_y,INDEX_TIP_z,MIDDLE_MCP_x,MIDDLE_MCP_y,MIDDLE_MCP_z,MIDDLE_PIP_x,MIDDLE_PIP_y,MIDDLE_PIP_z,MIDDLE_DIP_x,MIDDLE_DIP_y,MIDDLE_DIP_z,MIDDLE_TIP_x,MIDDLE_TIP_y,MIDDLE_TIP_z,RING_MCP_x,RING_MCP_y,RING_MCP_z,RING_PIP_x,RING_PIP_y,RING_PIP_z,RING_DIP_x,RING_DIP_y,RING_DIP_z,RING_TIP_x,RING_TIP_y,RING_TIP_z,PINKY_MCP_x,PINKY_MCP_y,PINKY_MCP_z,PINKY_PIP_x,PINKY_PIP_y,PINKY_PIP_z,PINKY_DIP_x,PINKY_DIP_y,PINKY_DIP_z,PINKY_TIP_x,PINKY_TIP_y,PINKY_TIP_z
1781673676.8389215,180,0,Left,0.713079,0.60201,1e-06,0.623776,0.605187,-0.029843,0.532785,0.57859,-0.04474,0.463268,0.564928,-0.058062,0.406817,0.565423,-0.072136,0.541304,0.379756,-0.022076,0.475596,0.296177,-0.040609,0.436875,0.243575,-0.058351,0.406741,0.198426,-0.072772,0.584092,0.334512,-0.026882,0.536825,0.221448,-0.040928,0.508828,0.150531,-0.057953,0.487499,0.092699,-0.072101,0.63386,0.318878,-0.036815,0.614057,0.200931,-0.058321,0.602391,0.12599,-0.079791,0.590813,0.063115,-0.095764,0.685937,0.328002,-0.049293,0.69738,0.234633,-0.072888,0.705089,0.172475,-0.086773,0.710587,0.116294,-0.096457
1781673676.8719053,181,0,Left,0.707362,0.606653,1e-06,0.618715,0.605999,-0.029951,0.529463,0.577037,-0.045642,0.461318,0.561266,-0.059834,0.405841,0.558873,-0.074911,0.541556,0.378894,-0.0241,0.477224,0.294165,-0.042959,0.439465,0.240442,-0.060622,0.410911,0.194217,-0.074971,0.585219,0.334741,-0.029284,0.540269,0.219918,-0.043949,0.512946,0.148218,-0.061204,0.492425,0.089986,-0.075401,0.635167,0.320701,-0.039381,0.618557,0.199397,-0.061411,0.608483,0.124611,-0.08302,0.598249,0.062327,-0.099059,0.687157,0.332459,-0.051936,0.701485,0.23878,-0.076342,0.710105,0.176301,-0.090512,0.716103,0.119978,-0.100242
1781673676.9056563,182,0,Left,0.703244,0.609729,1e-06,0.617566,0.608363,-0.03199,0.530164,0.577667,-0.049758,0.461472,0.558503,-0.065631,0.4044,0.554632,-0.082403,0.543134,0.379815,-0.029421,0.480563,0.292211,-0.050387,0.443307,0.236374,-0.069002,0.415247,0.188973,-0.083691,0.58784,0.336046,-0.034039,0.54421,0.219424,-0.050253,0.518249,0.146197,-0.067665,0.498918,0.087252,-0.081732,0.638668,0.323079,-0.043509,0.626148,0.201207,-0.066727,0.617551,0.126649,-0.088224,0.608013,0.065258,-0.104003,0.691003,0.336529,-0.055517,0.708821,0.244279,-0.080482,0.718838,0.18301,-0.094567,0.725533,0.12792,-0.104129
1781673676.9386065,183,0,Left,0.70454,0.614666,1e-06,0.616797,0.610239,-0.030892,0.528251,0.57484,-0.047858,0.46001,0.552476,-0.062944,0.402865,0.547637,-0.079125,0.547164,0.380445,-0.030163,0.48664,0.290012,-0.051397,0.450697,0.232705,-0.070458,0.423539,0.183819,-0.085523,0.592878,0.339214,-0.03529,0.552637,0.220353,-0.051639,0.52858,0.145668,-0.069441,0.51079,0.085502,-0.083963,0.64394,0.329268,-0.044958,0.634292,0.205297,-0.068314,0.628404,0.13008,-0.090104,0.621526,0.068316,-0.10617,0.696253,0.345699,-0.057003,0.716652,0.252409,-0.082698,0.729547,0.19136,-0.096929,0.739042,0.137013,-0.106468
1781673676.9724991,184,0,Left,0.701348,0.622048,1e-06,0.616261,0.616678,-0.033105,0.530763,0.575167,-0.050342,0.463504,0.543406,-0.065326,0.4067,0.530352,-0.08108,0.550191,0.383165,-0.032134,0.4928,0.288216,-0.054513,0.458678,0.228126,-0.074013,0.433232,0.176084,-0.089431,0.597824,0.342331,-0.036477,0.561321,0.220679,-0.053989,0.539796,0.144385,-0.072049,0.524272,0.082486,-0.086623,0.649649,0.333922,-0.045563,0.644025,0.208748,-0.07097,0.640972,0.134896,-0.092307,0.636571,0.073935,-0.107561,0.702091,0.352802,-0.057155,0.725858,0.26095,-0.085256,0.741534,0.202509,-0.099832,0.753225,0.150223,-0.109085
1781673677.0056705,185,0,Left,0.697716,0.630119,1e-06,0.610812,0.620785,-0.033825,0.526902,0.572581,-0.050389,0.461796,0.535738,-0.064517,0.40642,0.519225,-0.079412,0.554892,0.38493,-0.032259,0.501752,0.2866,-0.054907,0.468893,0.224442,-0.074432,0.444519,0.170608,-0.089907,0.603431,0.346482,-0.03617,0.571627,0.222416,-0.054442,0.552235,0.142961,-0.072882,0.538815,0.0781,-0.08765,0.65522,0.341056,-0.044948,0.654871,0.215545,-0.071701,0.654359,0.140615,-0.094104,0.652406,0.077752,-0.109874,0.706988,0.363413,-0.05623,0.73623,0.272615,-0.086041,0.755048,0.214482,-0.101952,0.769692,0.161858,-0.111999
1781673677.039884,186,0,Left,0.694028,0.637187,1e-06,0.608135,0.624213,-0.03458,0.525696,0.573646,-0.051799,0.461806,0.534399,-0.066404,0.406536,0.514695,-0.0819,0.557265,0.386791,-0.034398,0.506136,0.286433,-0.057448,0.474804,0.222959,-0.077056,0.451955,0.167804,-0.092574,0.607155,0.350997,-0.038296,0.578292,0.225773,-0.057424,0.559903,0.145089,-0.076746,0.547374,0.078719,-0.092143,0.659314,0.348808,-0.046979,0.663344,0.22403,-0.074632,0.664927,0.148115,-0.098152,0.664683,0.08374,-0.114686,0.710508,0.374287,-0.058086,0.742339,0.284818,-0.088759,0.763185,0.22697,-0.105336,0.779378,0.173782,-0.115848
1781673677.0725877,187,0,Left,0.6931,0.646636,1e-06,0.606954,0.631417,-0.035108,0.526285,0.578012,-0.053096,0.46342,0.537766,-0.068495,0.407741,0.518163,-0.084943,0.562157,0.391353,-0.03616,0.512549,0.288549,-0.060085,0.482012,0.2231,-0.080259,0.460006,0.166301,-0.096172,0.612448,0.356111,-0.04015,0.585997,0.228799,-0.059653,0.56956,0.146636,-0.079137,0.558965,0.079903,-0.094643,0.664728,0.354967,-0.048889,0.671961,0.229917,-0.076633,0.676138,0.153874,-0.100165,0.678367,0.089815,-0.116776,0.715786,0.382116,-0.060155,0.750564,0.29507,-0.090847,0.773174,0.239104,-0.107277,0.791131,0.188006,-0.117695
1781673677.105362,188,0,Left,0.691839,0.654007,1e-06,0.606182,0.634647,-0.031779,0.525676,0.578109,-0.049363,0.463049,0.537664,-0.064936,0.406008,0.521158,-0.081917,0.565312,0.392604,-0.035265,0.517561,0.287882,-0.058285,0.488645,0.221964,-0.077733,0.467921,0.164777,-0.093217,0.617295,0.36091,-0.041173,0.594071,0.231375,-0.059537,0.579598,0.149169,-0.078306,0.569934,0.082406,-0.093518,0.670208,0.36342,-0.051334,0.681458,0.237324,-0.078077,0.688073,0.161698,-0.100754,0.691817,0.097814,-0.117012,0.720682,0.394394,-0.063668,0.758101,0.307435,-0.093264,0.782782,0.252515,-0.108404,0.802093,0.20248,-0.118087
1781673677.1395268,189,0,Left,0.691722,0.663612,1e-06,0.606212,0.641042,-0.03218,0.525425,0.582569,-0.050204,0.46305,0.541334,-0.066275,0.406337,0.524369,-0.083835,0.569777,0.398556,-0.036911,0.52368,0.290685,-0.060542,0.495909,0.222725,-0.080199,0.476113,0.163782,-0.095892,0.622577,0.367848,-0.043203,0.602238,0.235429,-0.062055,0.590464,0.151145,-0.081231,0.58346,0.08276,-0.096869,0.675377,0.372358,-0.053701,0.689761,0.245477,-0.08113,0.699387,0.170085,-0.104286,0.70569,0.106565,-0.12091,0.725311,0.406209,-0.066392,0.766124,0.321012,-0.097047,0.793169,0.266604,-0.112749,0.814663,0.21701,-0.122762
