timestamp,frame,hand_index,handedness,WRIST_x,WRIST_y,WRIST_z,THUMB_CMC_x,THUMB_CMC_y,THUMB_CMC_z,THUMB_MCP_x,THUMB_MCP_y,THUMB_MCP_z,THUMB_IP_x,THUMB_IP_y,THUMB_IP_z,THUMB_TIP_x,THUMB_TIP_y,THUMB_TIP_z,INDEX_MCP_x,INDEX_MCP_y,INDEX_MCP_z,INDEX_PIP_x,INDEX_PIP_y,INDEX_PIP_z,INDEX_DIP_x,INDEX_DIP_y,INDEX_DIP_z,INDEX_TIP_x,INDEX_TIP_y,INDEX_TIP_z,MIDDLE_MCP_x,MIDDLE_MCP_y,MIDDLE_MCP_z,MIDDLE_PIP_x,MIDDLE_PIP_y,MIDDLE_PIP_z,MIDDLE_DIP_x,MIDDLE_DIP_y,MIDDLE_DIP_z,MIDDLE_TIP_x,MIDDLE_TIP_y,MIDDLE_TIP_z,RING_MCP_x,RING_MCP_y,RING_MCP_z,RING_PIP_x,RING_PIP_y,RING_PIP_z,RING_DIP_x,RING_DIP_y,RING_DIP_z,RING_TIP_x,RING_TIP_y,RING_TIP_z,PINKY_MCP_x,PINKY_MCP_y,PINKY_MCP_z,PINKY_PIP_x,PINKY_PIP_y,PINKY_PIP_z,PINKY_DIP_x,PINKY_DIP_y,PINKY_DIP_z,PINKY_TIP_x,PINKY_TIP_y,PINKY_TIP_z
1781673724.0000532,212,0,Right,0.323437,0.718318,1e-06,0.395194,0.727037,-0.044993,0.464979,0.714223,-0.072659,0.510604,0.699944,-0.100409,0.509536,0.682605,-0.127491,0.463212,0.482825,-0.033247,0.504695,0.394013,-0.073734,0.522614,0.361191,-0.107562,0.528275,0.375302,-0.124503,0.411186,0.441579,-0.032755,0.438846,0.321034,-0.065897,0.449315,0.292062,-0.093503,0.445715,0.330727,-0.10756,0.357471,0.435583,-0.038949,0.363489,0.323707,-0.068032,0.371307,0.29988,-0.090762,0.376045,0.33358,-0.100801,0.300718,0.456415,-0.04962,0.28337,0.366191,-0.075881,0.28475,0.349999,-0.089612,0.292268,0.377375,-0.093726
1781673724.0333838,213,0,Right,0.32232,0.718827,1e-06,0.395339,0.728595,-0.043528,0.463528,0.711387,-0.069261,0.508147,0.687811,-0.095279,0.501028,0.665295,-0.120756,0.463149,0.481618,-0.031089,0.504231,0.397488,-0.069493,0.526047,0.365298,-0.101648,0.535205,0.376697,-0.118005,0.412648,0.439274,-0.030776,0.44056,0.323458,-0.062561,0.453754,0.293345,-0.088256,0.453166,0.329745,-0.10109,0.359359,0.432814,-0.037014,0.365798,0.319984,-0.066148,0.375242,0.2958,-0.08713,0.382456,0.330598,-0.09572,0.30204,0.454266,-0.04762,0.284753,0.364113,-0.074861,0.287703,0.346992,-0.088257,0.297513,0.376634,-0.091754
1781673724.0680325,214,0,Right,0.323491,0.718594,0.0,0.395336,0.728104,-0.042068,0.462983,0.707075,-0.065848,0.506499,0.677321,-0.090065,0.494742,0.650062,-0.113676,0.46656,0.481024,-0.026398,0.507634,0.39417,-0.063317,0.527059,0.365333,-0.095389,0.533481,0.381503,-0.112054,0.414599,0.439902,-0.026351,0.441836,0.322131,-0.056665,0.454057,0.294595,-0.084424,0.453027,0.330108,-0.100058,0.360598,0.433767,-0.032818,0.366818,0.322813,-0.06122,0.375573,0.30154,-0.085892,0.38069,0.337532,-0.098284,0.302628,0.453447,-0.043351,0.289073,0.363104,-0.069527,0.291663,0.3487,-0.084533,0.299216,0.379248,-0.090629
1781673724.1002743,215,0,Right,0.321542,0.723684,0.0,0.394714,0.726601,-0.036282,0.461698,0.704084,-0.057178,0.505112,0.673244,-0.078885,0.498237,0.651234,-0.099812,0.464217,0.483959,-0.019169,0.505813,0.403591,-0.048623,0.528745,0.376904,-0.075474,0.543196,0.380862,-0.091078,0.415059,0.441982,-0.020817,0.443518,0.334926,-0.043762,0.458208,0.304326,-0.065181,0.464736,0.321123,-0.078285,0.362338,0.433261,-0.028582,0.368147,0.330061,-0.05043,0.378463,0.300871,-0.069441,0.389997,0.316439,-0.080013,0.305952,0.451333,-0.040439,0.286152,0.36569,-0.060839,0.286698,0.342151,-0.071784,0.296519,0.355648,-0.07646
1781673724.133242,216,0,Right,0.31599,0.724996,1e-06,0.388894,0.730396,-0.030797,0.454397,0.708221,-0.045976,0.49818,0.687167,-0.061868,0.506106,0.669425,-0.07563,0.460676,0.488072,-0.003859,0.505037,0.417523,-0.022452,0.531252,0.389947,-0.043059,0.553783,0.368103,-0.057806,0.411993,0.44362,-0.005252,0.43973,0.352453,-0.015389,0.459872,0.314458,-0.027797,0.480324,0.288663,-0.03784,0.360548,0.433176,-0.013269,0.369091,0.346265,-0.022444,0.379235,0.299257,-0.033747,0.397148,0.260104,-0.043188,0.305738,0.451448,-0.025985,0.289102,0.386404,-0.034171,0.279527,0.342345,-0.03909,0.280176,0.303353,-0.043019
1781673724.1672955,217,0,Right,0.305741,0.718913,1e-06,0.379365,0.727214,-0.033769,0.44541,0.712497,-0.053029,0.493997,0.696759,-0.071718,0.533691,0.692312,-0.088906,0.452116,0.492508,-0.02106,0.513278,0.415324,-0.041906,0.549901,0.368702,-0.061664,0.579242,0.327533,-0.076306,0.406542,0.446767,-0.022142,0.443822,0.346867,-0.035771,0.467957,0.287383,-0.050295,0.487137,0.240781,-0.061942,0.357493,0.435161,-0.028403,0.370828,0.335893,-0.043001,0.381971,0.2719,-0.058215,0.394202,0.21877,-0.069362,0.305354,0.452773,-0.038646,0.290297,0.376717,-0.054739,0.279904,0.323576,-0.063245,0.274016,0.275267,-0.067914
1781673724.201039,218,0,Right,0.305996,0.724402,1e-06,0.379596,0.729959,-0.044324,0.45089,0.711682,-0.071526,0.515113,0.705434,-0.096438,0.5722,0.714243,-0.120627,0.444328,0.489295,-0.043914,0.509563,0.402934,-0.072689,0.548815,0.348605,-0.09643,0.580679,0.300112,-0.113304,0.398261,0.447727,-0.043355,0.441383,0.337628,-0.065073,0.467812,0.26649,-0.08347,0.487573,0.206883,-0.096903,0.348375,0.440055,-0.047736,0.365236,0.329152,-0.068341,0.376287,0.258004,-0.085655,0.387932,0.196932,-0.09746,0.295894,0.462316,-0.05668,0.277149,0.379798,-0.077287,0.265847,0.323476,-0.087315,0.259418,0.270586,-0.0924
1781673724.234206,219,0,Right,0.304551,0.728944,1e-06,0.3829,0.726632,-0.045199,0.456649,0.704369,-0.073563,0.523459,0.705165,-0.099786,0.581662,0.719742,-0.125832,0.439705,0.48482,-0.046505,0.502542,0.392926,-0.076533,0.540385,0.335195,-0.10112,0.571322,0.283242,-0.118578,0.390262,0.444262,-0.046163,0.431425,0.329125,-0.068619,0.456922,0.254717,-0.087555,0.475677,0.193013,-0.101399,0.338548,0.439492,-0.050749,0.351308,0.32689,-0.071573,0.36032,0.254282,-0.089442,0.370238,0.192228,-0.101726,0.285572,0.465511,-0.060047,0.264489,0.383905,-0.08026,0.251818,0.328948,-0.090167,0.244463,0.27682,-0.095346
1781673724.26881,220,0,Right,0.303874,0.730398,1e-06,0.382308,0.723339,-0.045762,0.457208,0.701338,-0.0759,0.524507,0.706627,-0.104329,0.581531,0.723859,-0.133061,0.434655,0.484981,-0.049637,0.495059,0.389887,-0.082261,0.531148,0.330193,-0.108316,0.561409,0.277124,-0.126552,0.384697,0.447405,-0.050088,0.422575,0.328424,-0.074574,0.446778,0.252224,-0.094672,0.465778,0.188572,-0.109634,0.332683,0.444951,-0.055539,0.342404,0.331799,-0.077923,0.349973,0.258851,-0.096443,0.359416,0.195842,-0.109318,0.279649,0.472225,-0.065796,0.255634,0.390402,-0.087113,0.241619,0.335441,-0.097313,0.233007,0.283079,-0.102899
1781673724.3016782,221,0,Right,0.304075,0.734905,1e-06,0.382322,0.723993,-0.045669,0.457812,0.699998,-0.075081,0.524161,0.705139,-0.102948,0.579109,0.725358,-0.131025,0.429755,0.483511,-0.047273,0.487616,0.387223,-0.078813,0.522025,0.327653,-0.104483,0.550769,0.27508,-0.122585,0.379411,0.446623,-0.047677,0.414677,0.324955,-0.07089,0.437483,0.249044,-0.090683,0.455255,0.186739,-0.105716,0.327575,0.445218,-0.053243,0.335533,0.332426,-0.074616,0.342117,0.26035,-0.093411,0.350218,0.198591,-0.106713,0.274672,0.473513,-0.06369,0.248679,0.392458,-0.08388,0.233428,0.33765,-0.094002,0.223656,0.285436,-0.09988
